stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type,parent_station,level_id,platform_code
940GZZLUEPY-Plat01-EB-district,,Eastbound Platform 1,,,,0,940GZZLUEPY,,1
940GZZLUEPY-Plat02-WB-district,,Westbound Platform 2,,,,0,940GZZLUEPY,,2
940GZZLUERB,940GZZLUERB,Edgware Road,,,,1,,,
940GZZLUERB-Outside,,Outside Edgware Road,,,,3,940GZZLUERB,,
940GZZLUERB-1000071-A-EDG-1,,A-EDG,,51.52021,-0.17027,3,940GZZLUERB,L#0,
940GZZLUERB-1000071-BakNB-2,,BakNB,,51.5205,-0.17033,3,940GZZLUERB,L#-2,
940GZZLUERB-1000071-BakSB-4,,BakSB,,51.52046,-0.17014,3,940GZZLUERB,L#-2,
940GZZLUERB-1000071-BookH-3,,BookH,,51.52038,-0.1701,3,940GZZLUERB,L#1,
940GZZLUERB-1000071-Bus-6,,Bus,,51.52033,-0.16905,3,940GZZLUERB,L#0,
940GZZLUERB-1000071-LoCon-5,,LoCon,,51.52055,-0.17005,3,940GZZLUERB,L#-1,
940GZZLUERB-1000071-MET-7,,MET,,51.5203,-0.17015,3,940GZZLUERB,L#0,
940GZZLUERB-Plat01-NB-bakerloo,,Northbound Platform 1,,,,0,940GZZLUERB,,1
940GZZLUERB-Plat02-SB-bakerloo,,Southbound Platform 2,,,,0,940GZZLUERB,,2
940GZZLUERC,940GZZLUERC,Edgware Road,,,,1,,,
940GZZLUERC-Outside,,Outside Edgware Road,,,,3,940GZZLUERC,,
940GZZLUERC-1000072-A-CHA-5,,A-CHA,,51.51967,-0.16803,3,940GZZLUERC,L#0,
940GZZLUERC-1000072-B-MAR-6,,B-MAR,,51.52047,-0.1665,3,940GZZLUERC,L#0,
940GZZLUERC-1000072-BookH-7,,BookH,,51.51981,-0.16775,3,940GZZLUERC,L#0,
940GZZLUERC-1000072-Bus-8,,Bus,,51.51974,-0.16834,3,940GZZLUERC,L#0,
940GZZLUERC-1000072-CirEB-2,,CirEB,,51.5198,-0.16775,3,940GZZLUERC,L#-1,
940GZZLUERC-1000072-DisWB-3,,DisWB,,51.5198,-0.16775,3,940GZZLUERC,L#-1,
940GZZLUERC-1000072-HamEB-1,,HamEB,,51.5198,-0.16775,3,940GZZLUERC,L#-1,
940GZZLUERC-1000072-HamWB-4,,HamWB,,51.5198,-0.16775,3,940GZZLUERC,L#-1,
940GZZLUERC-1000072-MET-9,,MET,,51.51986,-0.16783,3,940GZZLUERC,L#0,
940GZZLUERC-Plat01-EB-circle|hammersmith-city,,Eastbound Platform 1,,,,0,940GZZLUERC,,1
940GZZLUERC-Plat02-WB-circle|district,,Westbound Platform 2,,,,0,940GZZLUERC,,2
940GZZLUERC-Plat03-WB-circle|district,,Westbound Platform 3,,,,0,940GZZLUERC,,3
940GZZLUERC-Plat04-WB-circle|hammersmith-city,,Westbound Platform 4,,,,0,940GZZLUERC,,4
940GZZLUESQ,940GZZLUESQ,Euston Square,,,,1,,,
940GZZLUESQ-Outside,,Outside Euston Square,,,,3,940GZZLUESQ,,
940GZZLUESQ-1000078-BookH-5,,BookH,,51.5256,-0.13577,3,940GZZLUESQ,L#-1,
940GZZLUESQ-1000078-Bus-99,,Bus,,51.52589,-0.13502,3,940GZZLUESQ,L#0,
940GZZLUESQ-1000078-EustR-98,,EustR,,51.52581,-0.13575,3,940GZZLUESQ,L#0,
940GZZLUESQ-1000078-Gower-1,,Gower,,51.52533,-0.13557,3,940GZZLUESQ,L#0,
940GZZLUESQ-1000078-HamEB-4,,HamEB,,51.52577,-0.13551,3,940GZZLUESQ,L#-2,
940GZZLUESQ-1000078-HamWB-2,,HamWB,,51.52569,-0.13544,3,940GZZLUESQ,L#-2,
940GZZLUESQ-1000078-MET-7,,MET,,51.5256,-0.13583,3,940GZZLUESQ,L#0,
940GZZLUESQ-Plat01-WB-circle|hammersmith-city|metropolitan,,Westbound Platform 1,,,,0,940GZZLUESQ,,1
940GZZLUESQ-Plat02-EB-circle|hammersmith-city|metropolitan,,Eastbound Platform 2,,,,0,940GZZLUESQ,,2
940GZZLUFBY,940GZZLUFBY,Fulham Broadway,,,,1,,,
940GZZLUFBY-Outside,,Outside Fulham Broadway,,,,3,940GZZLUFBY,,
940GZZLUFBY-1000084-A-FUL-5,,A-FUL,,51.4801,-0.19541,3,940GZZLUFBY,L#0,
940GZZLUFBY-1000084-BookH-4,,BookH,,51.48019,-0.19535,3,940GZZLUFBY,L#0,
940GZZLUFBY-1000084-Bus-3,,Bus,,51.48005,-0.19489,3,940GZZLUFBY,L#0,
940GZZLUFBY-1000084-DisEB-1,,DisEB,,51.48044,-0.19506,3,940GZZLUFBY,L#-1,
940GZZLUFBY-1000084-DisWB-2,,DisWB,,51.48041,-0.19502,3,940GZZLUFBY,L#-1,
940GZZLUFBY-1000084-MET-7,,MET,,51.48008,-0.19542,3,940GZZLUFBY,L#0,
940GZZLUFBY-Plat01-WB-district,,Westbound Platform 1,,,,0,940GZZLUFBY,,1
940GZZLUFBY-Plat02-EB-district,,Eastbound Platform 2,,,,0,940GZZLUFBY,,2
940GZZLUFLP,940GZZLUFLP,Fairlop,,,,1,,,
940GZZLUFLP-Outside,,Outside Fairlop,,,,3,940GZZLUFLP,,
940GZZLUFLP-1000079-A-FOR-3,,A-FOR,,51.59557,0.09071,3,940GZZLUFLP,L#0,
940GZZLUFLP-1000079-BookH-4,,BookH,,51.59557,0.09071,3,940GZZLUFLP,L#0,
940GZZLUFLP-1000079-Bus-5,,Bus,,51.59576,0.09082,3,940GZZLUFLP,L#0,
940GZZLUFLP-1000079-CenEB-1,,CenEB,,51.59602,0.09122,3,940GZZLUFLP,L#1,
940GZZLUFLP-1000079-CenWB-2,,CenWB,,51.59595,0.09121,3,940GZZLUFLP,L#1,
940GZZLUFLP-1000079-MET-6,,MET,,51.59562,0.091,3,940GZZLUFLP,L#0,
940GZZLUFLP-Plat01-WB-central,,Westbound Platform 1,,,,0,940GZZLUFLP,,1
940GZZLUFLP-Plat02-EB-central,,Eastbound Platform 2,,,,0,940GZZLUFLP,,2
940GZZLUFYC,940GZZLUFYC,Finchley Central,,,,1,,,
940GZZLUFYC-Outside,,Outside Finchley Central,,,,3,940GZZLUFYC,,
940GZZLUFYC-1000081-A-BAL-5,,A-BAL,,51.60109,-0.19235,3,940GZZLUFYC,L#0,
940GZZLUFYC-1000081-BNS-8,,BNS,,51.60218,-0.19391,3,940GZZLUFYC,L#0,
940GZZLUFYC-1000081-BookH-7,,BookH,,51.60109,-0.19233,3,940GZZLUFYC,L#0,
940GZZLUFYC-1000081-B-STA-6,,B-STA,,51.60061,-0.19294,3,940GZZLUFYC,L#0,
940GZZLUFYC-1000081-Bus-3,,Bus,,51.60239,-0.19234,3,940GZZLUFYC,L#0,
940GZZLUFYC-1000081-MET-4,,MET,,51.60092,-0.19253,3,940GZZLUFYC,L#0,
940GZZLUFYC-1000081-NorNB-2,,NorNB,,51.60099,-0.19277,3,940GZZLUFYC,L#-1,
940GZZLUFYC-1000081-NorSB-1,,NorSB,,51.60094,-0.19267,3,940GZZLUFYC,L#-1,
940GZZLUFYC-Plat01-NB-northern,,Northbound Platform 1,,,,0,940GZZLUFYC,,1
940GZZLUFYC-Plat02-NB-northern,,Northbound Platform 2,,,,0,940GZZLUFYC,,2
940GZZLUFYC-Plat03-SB-northern,,Southbound Platform 3,,,,0,940GZZLUFYC,,3
940GZZLUFYR,940GZZLUFYR,Finchley Road,,,,1,,,
940GZZLUFYR-Outside,,Outside Finchley Road,,,,3,940GZZLUFYR,,
940GZZLUFYR-1000082-BCQ-10,,BCQ,,51.54685,-0.17956,3,940GZZLUFYR,L#0,
940GZZLUFYR-1000082-BookH-7,,BookH,,51.54695,-0.17987,3,940GZZLUFYR,L#0,
940GZZLUFYR-1000082-BUSCH-14,,BUSCH,,51.5481,-0.1805,3,940GZZLUFYR,L#0,
940GZZLUFYR-1000082-BUSFP-13,,BUSFP,,51.54632,-0.18038,3,940GZZLUFYR,L#0,
940GZZLUFYR-1000082-BusRT-8,,BusRT,,51.54678,-0.17952,3,940GZZLUFYR,L#0,
940GZZLUFYR-1000082-BusSU-1,,BusSU,,51.54712,-0.1797,3,940GZZLUFYR,L#0,
940GZZLUFYR-1000082-FINCH-6,,FINCH,,51.54688,-0.17976,3,940GZZLUFYR,L#0,
940GZZLUFYR-1000082-JubNB-2,,JubNB,,51.54717,-0.18026,3,940GZZLUFYR,L#-1,
940GZZLUFYR-1000082-JubSB-3,,JubSB,,51.54718,-0.18028,3,940GZZLUFYR,L#-1,
940GZZLUFYR-1000082-MET-11,,MET,,51.54682,-0.17985,3,940GZZLUFYR,L#0,
940GZZLUFYR-1000082-MetEB-5,,MetEB,,51.54717,-0.18026,3,940GZZLUFYR,L#-1,
940GZZLUFYR-1000082-MetWB-4,,MetWB,,51.54717,-0.18025,3,940GZZLUFYR,L#-1,
940GZZLUFYR-Plat01-NB-metropolitan,,Northbound Platform 1,,,,0,940GZZLUFYR,,1
940GZZLUFYR-Plat02-NB-jubilee,,Northbound Platform 2,,,,0,940GZZLUFYR,,2
940GZZLUFYR-Plat03-SB-jubilee,,Southbound Platform 3,,,,0,940GZZLUFYR,,3
940GZZLUFYR-Plat04-SB-metropolitan,,Southbound Platform 4,,,,0,940GZZLUFYR,,4
940GZZLUGDG,940GZZLUGDG,Goodge Street,,,,1,,,
940GZZLUGDG-Outside,,Outside Goodge Street,,,,3,940GZZLUGDG,,
940GZZLUGDG-1000089-A-TOT-2,,A-TOT,,51.52067,-0.1345,3,940GZZLUGDG,L#0,
940GZZLUGDG-1000089-BookH-4,,BookH,,51.52067,-0.1345,3,940GZZLUGDG,L#0,
940GZZLUGDG-1000089-Bus-1,,Bus,,51.52065,-0.13453,3,940GZZLUGDG,L#0,
940GZZLUGDG-1000089-LoCon-5,,LoCon,,51.52042,-0.13444,3,940GZZLUGDG,L#-1,
940GZZLUGDG-1000089-MET-6,,MET,,51.52085,-0.13435,3,940GZZLUGDG,L#0,
940GZZLUGDG-1000089-North-3,,North,,51.52067,-0.13449,3,940GZZLUGDG,L#-2,
940GZZLUGDG-Plat01-NB-northern,,Northbound Platform 1,,,,0,940GZZLUGDG,,1
940GZZLUGDG-Plat02-SB-northern,,Southbound Platform 2,,,,0,940GZZLUGDG,,2
940GZZLUGGH,940GZZLUGGH,Grange Hill,,,,1,,,
940GZZLUGGH-Outside,,Outside Grange Hill,,,,3,940GZZLUGGH,,
940GZZLUGGH-1000090-A-MAN-2,,A-MAN,,51.61348,0.09185,3,940GZZLUGGH,L#0,
940GZZLUGGH-1000090-BookH-4,,BookH,,51.61342,0.09195,3,940GZZLUGGH,L#0,
940GZZLUGGH-1000090-CenEB-3,,CenEB,,51.61323,0.09229,3,940GZZLUGGH,L#-1,
940GZZLUGGH-1000090-CenWB-5,,CenWB,,51.61323,0.09229,3,940GZZLUGGH,L#-1,
940GZZLUGGH-1000090-MET-6,,MET,,51.61338,0.09207,3,940GZZLUGGH,L#0,
940GZZLUGGH-Plat01-WB-central,,Westbound Platform 1,,,,0,940GZZLUGGH,,1
940GZZLUGGH-Plat02-EB-central,,Eastbound Platform 2,,,,0,940GZZLUGGH,,2
940GZZLUGGN,940GZZLUGGN,Golders Green,,,,1,,,
940GZZLUGGN-Outside,,Outside Golders Green,,,,3,940GZZLUGGN,,
940GZZLUGGN-1000087-A-NOR-3,,A-NOR,,51.57203,-0.19441,3,940GZZLUGGN,L#0,
940GZZLUGGN-1000087-BookH-5,,BookH,,51.57235,-0.19412,3,940GZZLUGGN,L#0,
940GZZLUGGN-1000087-Bus-4,,Bus,,51.57184,-0.19429,3,940GZZLUGGN,L#0,
940GZZLUGGN-1000087-BusAJ-6,,BusAJ,,51.57145,-0.19319,3,940GZZLUGGN,L#0,
940GZZLUGGN-1000087-C-FIN-7,,C-FIN,,51.57253,-0.194,3,940GZZLUGGN,L#0,
940GZZLUGGN-1000087-MET-8,,MET,,51.57226,-0.19404,3,940GZZLUGGN,L#0,
940GZZLUGGN-1000087-PLT1-1,,PLT1,,51.57244,-0.19408,3,940GZZLUGGN,L#1,
940GZZLUGGN-1000087-PLT2-2,,PLT2,,51.57244,-0.19408,3,940GZZLUGGN,L#1,
940GZZLUGGN-Plat01-NB-northern,,Northbound Platform 1,,,,0,940GZZLUGGN,,1
940GZZLUGGN-Plat02-NB-northern,,Northbound Platform 2,,,,0,940GZZLUGGN,,2
940GZZLUGGN-Plat03-NB-northern,,Northbound Platform 3,,,,0,940GZZLUGGN,,3
940GZZLUGGN-Plat04-SB-northern,,Southbound Platform 4,,,,0,940GZZLUGGN,,4
940GZZLUGGN-Plat05-SB-northern,,Southbound Platform 5,,,,0,940GZZLUGGN,,5
940GZZLUGHK,940GZZLUGHK,Goldhawk Road,,,,1,,,
940GZZLUGHK-Outside,,Outside Goldhawk Road,,,,3,940GZZLUGHK,,
940GZZLUGHK-1000088-A-WEL-5,,A-WEL,,51.50197,-0.22647,3,940GZZLUGHK,L#0,
940GZZLUGHK-1000088-B-GOL-4,,B-GOL,,51.50193,-0.22731,3,940GZZLUGHK,L#0,
940GZZLUGHK-1000088-BookH-6,,BookH,,51.50196,-0.22679,3,940GZZLUGHK,L#0,
940GZZLUGHK-1000088-Bus-1,,Bus,,51.50232,-0.22719,3,940GZZLUGHK,L#0,
940GZZLUGHK-1000088-HamEB-2,,HamEB,,51.50177,-0.22677,3,940GZZLUGHK,L#1,
940GZZLUGHK-1000088-HamWB-3,,HamWB,,51.50176,-0.22675,3,940GZZLUGHK,L#1,
940GZZLUGHK-1000088-MET-7,,MET,,51.502,-0.22672,3,940GZZLUGHK,L#0,
940GZZLUGHK-Plat01-EB-circle|hammersmith-city,,Eastbound Platform 1,,,,0,940GZZLUGHK,,1
940GZZLUGHK-Plat02-WB-circle|hammersmith-city,,Westbound Platform 2,,,,0,940GZZLUGHK,,2
940GZZLUGPK,940GZZLUGPK,Green Park,,,,1,,,
940GZZLUGPK-Outside,,Outside Green Park,,,,3,940GZZLUGPK,,
940GZZLUGPK-1000093-A-P-N-10,,A-P-N,,51.50684,-0.14283,3,940GZZLUGPK,L#0,
940GZZLUGPK-1000093-BookH-5,,BookH,,51.50673,-0.14274,3,940GZZLUGPK,L#-1,
940GZZLUGPK-1000093-B-P-S-8,,B-P-S,,51.50673,-0.14274,3,940GZZLUGPK,L#0,
940GZZLUGPK-1000093-Bus-14,,Bus,,51.50684,-0.14289,3,940GZZLUGPK,L#0,
940GZZLUGPK-1000093-C-GRE-12,,C-GRE,,51.50652,-0.14291,3,940GZZLUGPK,L#0,
940GZZLUGPK-1000093-D-P-S-4,,D-P-S,,51.50647,-0.14314,3,940GZZLUGPK,L#0,
940GZZLUGPK-1000093-E-STR-11,,E-STR,,51.50685,-0.14298,3,940GZZLUGPK,L#0,
940GZZLUGPK-1000093-JUB-19,,JUB,,51.50618,-0.14169,3,940GZZLUGPK,L#-5,
940GZZLUGPK-1000093-JubEB-9,,JubEB,,51.50616,-0.14158,3,940GZZLUGPK,L#-5,
940GZZLUGPK-1000093-JubWB-3,,JubWB,,51.50618,-0.14169,3,940GZZLUGPK,L#-5,
940GZZLUGPK-1000093-LoCon-2,,LoCon,,51.50677,-0.1418,3,940GZZLUGPK,L#-4,
940GZZLUGPK-1000093-MET-16,,MET,,51.50695,-0.14279,3,940GZZLUGPK,L#0,
940GZZLUGPK-1000093-MiCon-6,,MiCon,,51.50626,-0.14204,3,940GZZLUGPK,L#-2,
940GZZLUGPK-1000093-Picca-1,,Picca,,51.50712,-0.14193,3,940GZZLUGPK,L#-5,
940GZZLUGPK-1000093-VIC-18,,VIC,,51.50654,-0.14226,3,940GZZLUGPK,L#-3,
940GZZLUGPK-1000093-VicNB-13,,VicNB,,51.50654,-0.14226,3,940GZZLUGPK,L#-3,
940GZZLUGPK-1000093-VicSB-7,,VicSB,,51.5065,-0.14226,3,940GZZLUGPK,L#-3,
940GZZLUGPK-1000093-VIP-17,,VIP,,51.50634,-0.14258,3,940GZZLUGPK,L#-2,
940GZZLUGPK-Plat01-WB-piccadilly,,Westbound Platform 1,,,,0,940GZZLUGPK,,1
940GZZLUGPK-Plat02-EB-piccadilly,,Eastbound Platform 2,,,,0,940GZZLUGPK,,2
940GZZLUGPK-Plat03-NB-victoria,,Northbound Platform 3,,,,0,940GZZLUGPK,,3
940GZZLUGPK-Plat04-SB-victoria,,Southbound Platform 4,,,,0,940GZZLUGPK,,4
940GZZLUGPK-Plat05-NB-jubilee,,Northbound Platform 5,,,,0,940GZZLUGPK,,5
940GZZLUGPK-Plat06-SB-jubilee,,Southbound Platform 6,,,,0,940GZZLUGPK,,6
940GZZLUGPS,940GZZLUGPS,Great Portland Street,,,,1,,,
940GZZLUGPS-Outside,,Outside Great Portland Street,,,,3,940GZZLUGPS,,
940GZZLUGPS-1000091-A-GRE-3,,A-GRE,,51.52374,-0.1437,3,940GZZLUGPS,L#0,
940GZZLUGPS-1000091-B-MAR-2,,B-MAR,,51.52388,-0.1439,3,940GZZLUGPS,L#0,
940GZZLUGPS-1000091-BookH-5,,BookH,,51.52375,-0.14391,3,940GZZLUGPS,L#0,
940GZZLUGPS-1000091-Bus-1,,Bus,,51.52345,-0.1439,3,940GZZLUGPS,L#0,
940GZZLUGPS-1000091-BUSH-7,,BUSH,,51.52403,-0.1432,3,940GZZLUGPS,L#0,
940GZZLUGPS-1000091-HamEB-4,,HamEB,,51.52386,-0.1437,3,940GZZLUGPS,L#-3,
940GZZLUGPS-1000091-HamWB-6,,HamWB,,51.52377,-0.1437,3,940GZZLUGPS,L#-3,
940GZZLUGPS-1000091-MET-8,,MET,,51.52384,-0.14426,3,940GZZLUGPS,L#0,
940GZZLUGPS-1000091-OverB-9,,OverB,,51.52378,-0.1439,3,940GZZLUGPS,L#-1,
940GZZLUGPS-Plat01-WB-circle|hammersmith-city|metropolitan,,Westbound Platform 1,,,,0,940GZZLUGPS,,1
940GZZLUGPS-Plat02-EB-circle|hammersmith-city|metropolitan,,Eastbound Platform 2,,,,0,940GZZLUGPS,,2
940GZZLUGTH,940GZZLUGTH,Gants Hill,,,,1,,,
940GZZLUGTH-Outside,,Outside Gants Hill,,,,3,940GZZLUGTH,,
940GZZLUGTH-1000085-A-C-E-7,,A-C-E,,51.57659,0.06684,3,940GZZLUGTH,L#0,
940GZZLUGTH-1000085-B-E-N-8,,B-E-N,,51.57642,0.06746,3,940GZZLUGTH,L#0,
940GZZLUGTH-1000085-BookH-14,,BookH,,51.57653,0.06618,3,940GZZLUGTH,L#-1,
940GZZLUGTH-1000085-BUS-1,,BUS,,51.5766,0.06518,3,940GZZLUGTH,L#0,
940GZZLUGTH-1000085-BUSAB-3,,BUSAB,,51.57745,0.06561,3,940GZZLUGTH,L#0,
940GZZLUGTH-1000085-BUSPE-13,,BUSPE,,51.57712,0.0679,3,940GZZLUGTH,L#0,
940GZZLUGTH-1000085-Centr-2,,Centr,,51.57656,0.06502,3,940GZZLUGTH,L#-2,
940GZZLUGTH-1000085-C-PER-9,,C-PER,,51.57625,0.06715,3,940GZZLUGTH,L#0,
940GZZLUGTH-1000085-D-C-E-10,,D-C-E,,51.57633,0.06664,3,940GZZLUGTH,L#0,
940GZZLUGTH-1000085-E-CLA-11,,E-CLA,,51.5764,0.06572,3,940GZZLUGTH,L#0,
940GZZLUGTH-1000085-F-E-N-12,,F-E-N,,51.57664,0.06553,3,940GZZLUGTH,L#0,
940GZZLUGTH-1000085-G-W-S-4,,G-W-S,,51.57725,0.06554,3,940GZZLUGTH,L#0,
940GZZLUGTH-1000085-H-W-N-5,,H-W-N,,51.57726,0.06597,3,940GZZLUGTH,L#0,
940GZZLUGTH-1000085-I-C-W-6,,I-C-W,,51.57695,0.06633,3,940GZZLUGTH,L#0,
940GZZLUGTH-1000085-MET-15,,MET,,51.57654,0.06618,3,940GZZLUGTH,L#0,
940GZZLUGTH-Plat01-WB-central,,Westbound Platform 1,,,,0,940GZZLUGTH,,1
940GZZLUGTH-Plat02-EB-central,,Eastbound Platform 2,,,,0,940GZZLUGTH,,2
940GZZLUGTR,940GZZLUGTR,Gloucester Road,,,,1,,,
940GZZLUGTR-Outside,,Outside Gloucester Road,,,,3,940GZZLUGTR,,
940GZZLUGTR-1000086-A-GLO-7,,A-GLO,,51.49433,-0.18259,3,940GZZLUGTR,L#0,
940GZZLUGTR-1000086-B-GLA-9,,B-GLA,,51.4946,-0.18272,3,940GZZLUGTR,L#0,
940GZZLUGTR-1000086-BookH-8,,BookH,,51.49441,-0.18284,3,940GZZLUGTR,L#0,
940GZZLUGTR-1000086-Bus-1,,Bus,,51.49418,-0.18243,3,940GZZLUGTR,L#0,
940GZZLUGTR-1000086-CirWB-2,,CirWB,,51.49432,-0.1832,3,940GZZLUGTR,L#-1,
940GZZLUGTR-1000086-Conco-10,,Conco,,51.49427,-0.18308,3,940GZZLUGTR,L#-2,
940GZZLUGTR-1000086-DisEB-3,,DisEB,,51.4943,-0.1831,3,940GZZLUGTR,L#-1,
940GZZLUGTR-1000086-DisWB-4,,DisWB,,51.49428,-0.183,3,940GZZLUGTR,L#-1,
940GZZLUGTR-1000086-MET-12,,MET,,51.49431,-0.18266,3,940GZZLUGTR,L#0,
940GZZLUGTR-1000086-PicEB-5,,PicEB,,51.49426,-0.18321,3,940GZZLUGTR,L#-3,
940GZZLUGTR-1000086-PicWB-6,,PicWB,,51.49423,-0.18308,3,940GZZLUGTR,L#-3,
940GZZLUGTR-Plat01-WB-district,,Westbound Platform 1,,,,0,940GZZLUGTR,,1
940GZZLUGTR-Plat02-WB-circle,,Westbound Platform 2,,,,0,940GZZLUGTR,,2
940GZZLUGTR-Plat03-EB-circle|district,,Eastbound Platform 3,,,,0,940GZZLUGTR,,3
940GZZLUGTR-Plat04-WB-piccadilly,,Westbound Platform 4,,,,0,940GZZLUGTR,,4
940GZZLUGTR-Plat05-EB-piccadilly,,Eastbound Platform 5,,,,0,940GZZLUGTR,,5
940GZZLUHBN,940GZZLUHBN,Holborn,,,,1,,,
940GZZLUHBN-Outside,,Outside Holborn,,,,3,940GZZLUHBN,,
940GZZLUHBN-1000112-A-KIN-6,,A-KIN,,51.51736,-0.11999,3,940GZZLUHBN,L#0,
940GZZLUHBN-1000112-B-HIG-7,,B-HIG,,51.51759,-0.11998,3,940GZZLUHBN,L#0,
940GZZLUHBN-1000112-BookH-8,,BookH,,51.51738,-0.11998,3,940GZZLUHBN,L#0,
940GZZLUHBN-1000112-Bus-1,,Bus,,51.51683,-0.12,3,940GZZLUHBN,L#0,
940GZZLUHBN-1000112-BUSK-9,,BUSK,,51.51769,-0.11809,3,940GZZLUHBN,L#0,
940GZZLUHBN-1000112-CenEB-2,,CenEB,,51.51771,-0.1195,3,940GZZLUHBN,L#-2,
940GZZLUHBN-1000112-CenWB-3,,CenWB,,51.5176,-0.11948,3,940GZZLUHBN,L#-2,
940GZZLUHBN-1000112-LoCon-11,,LoCon,,51.51729,-0.11994,3,940GZZLUHBN,L#-4,
940GZZLUHBN-1000112-MET-13,,MET,,51.51758,-0.12047,3,940GZZLUHBN,L#0,
940GZZLUHBN-1000112-MiCon-10,,MiCon,,51.51751,-0.11931,3,940GZZLUHBN,L#-1,
940GZZLUHBN-1000112-PicEB-4,,PicEB,,51.51696,-0.12034,3,940GZZLUHBN,L#-3,
940GZZLUHBN-1000112-PicWB-5,,PicWB,,51.5172,-0.12026,3,940GZZLUHBN,L#-5,
940GZZLUHBN-Plat01-WB-central,,Westbound Platform 1,,,,0,940GZZLUHBN,,1
940GZZLUHBN-Plat02-EB-central,,Eastbound Platform 2,,,,0,940GZZLUHBN,,2
940GZZLUHBN-Plat03-WB-piccadilly,,Westbound Platform 3,,,,0,940GZZLUHBN,,3
940GZZLUHBN-Plat04-EB-piccadilly,,Eastbound Platform 4,,,,0,940GZZLUHBN,,4
940GZZLUHBT,940GZZLUHBT,High Barnet,,,,1,,,
940GZZLUHBT-Outside,,Outside High Barnet,,,,3,940GZZLUHBT,,
940GZZLUHBT-1000107-A-BAR-2,,A-BAR,,51.65047,-0.19442,3,940GZZLUHBT,L#0,
940GZZLUHBT-1000107-BookH-4,,BookH,,51.65047,-0.19443,3,940GZZLUHBT,L#1,
940GZZLUHBT-1000107-BusP-5,,BusP,,51.65128,-0.19599,3,940GZZLUHBT,L#0,
940GZZLUHBT-1000107-BusQR-1,,BusQR,,51.64971,-0.19401,3,940GZZLUHBT,L#0,
940GZZLUHBT-1000107-CPENT-6,,CPENT,,51.65028,-0.19416,3,940GZZLUHBT,L#-1,
940GZZLUHBT-1000107-MET-7,,MET,,51.65054,-0.1943,3,940GZZLUHBT,L#0,
940GZZLUHBT-1000107-North-3,,North,,51.65061,-0.19415,3,940GZZLUHBT,L#-1,
940GZZLUHBT-Plat01-SB-northern,,Southbound Platform 1,,,,0,940GZZLUHBT,,1
940GZZLUHBT-Plat02-SB-northern,,Southbound Platform 2,,,,0,940GZZLUHBT,,2
940GZZLUHBT-Plat03-SB-northern,,Southbound Platform 3,,,,0,940GZZLUHBT,,3
940GZZLUHCH,940GZZLUHCH,Hornchurch,,,,1,,,
940GZZLUHCH-Outside,,Outside Hornchurch,,,,3,940GZZLUHCH,,
940GZZLUHCH-1000115-A-STA-4,,A-STA,,51.5541,0.21925,3,940GZZLUHCH,L#0,
940GZZLUHCH-1000115-BookH-5,,BookH,,51.55408,0.21919,3,940GZZLUHCH,L#0,
940GZZLUHCH-1000115-Bus-1,,Bus,,51.5546,0.21953,3,940GZZLUHCH,L#0,
940GZZLUHCH-1000115-DisEB-2,,DisEB,,51.55389,0.21831,3,940GZZLUHCH,L#-1,
940GZZLUHCH-1000115-DisWB-3,,DisWB,,51.55393,0.21847,3,940GZZLUHCH,L#-1,
940GZZLUHCH-1000115-MET-6,,MET,,51.55409,0.21912,3,940GZZLUHCH,L#0,
940GZZLUHCH-Plat01-WB-district,,Westbound Platform 1,,,,0,940GZZLUHCH,,1
940GZZLUHCH-Plat02-EB-district,,Eastbound Platform 2,,,,0,940GZZLUHCH,,2
940GZZLUHCL,940GZZLUHCL,Hendon Central,,,,1,,,
940GZZLUHCL-Outside,,Outside Hendon Central,,,,3,940GZZLUHCL,,
940GZZLUHCL-1000106-A-WAT-2,,A-WAT,,51.58298,-0.22694,3,940GZZLUHCL,L#0,
940GZZLUHCL-1000106-BookH-4,,BookH,,51.58311,-0.22672,3,940GZZLUHCL,L#0,
940GZZLUHCL-1000106-Bus-3,,Bus,,51.58375,-0.22818,3,940GZZLUHCL,L#0,
940GZZLUHCL-1000106-BusAB-5,,BusAB,,51.58288,-0.2254,3,940GZZLUHCL,L#0,
940GZZLUHCL-1000106-MET-7,,MET,,51.5833,-0.22642,3,940GZZLUHCL,L#0,
940GZZLUHCL-1000106-North-1,,North,,51.58325,-0.22646,3,940GZZLUHCL,L#-1,
940GZZLUHCL-Plat01-NB-northern,,Northbound Platform 1,,,,0,940GZZLUHCL,,1
940GZZLUHCL-Plat02-SB-northern,,Southbound Platform 2,,,,0,940GZZLUHCL,,2
940GZZLUHGD,940GZZLUHGD,Hillingdon,,,,1,,,
940GZZLUHGD-Outside,,Outside Hillingdon,,,,3,940GZZLUHGD,,
940GZZLUHGD-1000111-A-LON-6,,A-LON,,51.55372,-0.44813,3,940GZZLUHGD,L#0,
940GZZLUHGD-1000111-B-A40-7,,B-A40,,51.55391,-0.4494,3,940GZZLUHGD,L#-1,
940GZZLUHGD-1000111-BookH-5,,BookH,,51.55377,-0.44986,3,940GZZLUHGD,L#0,
940GZZLUHGD-1000111-Bus-4,,Bus,,51.55353,-0.44838,3,940GZZLUHGD,L#0,
940GZZLUHGD-1000111-C-CAR-9,,C-CAR,,51.55372,-0.44937,3,940GZZLUHGD,L#-1,
