UniqueId,StationUniqueId,AreaName,AreaId,Level,Lat,Lon,FriendlyName
940GZZLUHPK-1000113-Over-6,940GZZLUHPK,Over,6,-2,51.50719,-0.20558,Over
940GZZLUHSK-1000110-A-KEN-4,940GZZLUHSK,A-KEN,4,0,51.50103,-0.19292,A-KEN
940GZZLUHSK-1000110-BookH-5,940GZZLUHSK,BookH,5,0,51.50077,-0.19259,BookH
940GZZLUHSK-1000110-Bus-1,940GZZLUHSK,Bus,1,0,51.50112,-0.19316,Bus
940GZZLUHSK-1000110-DisEB-2,940GZZLUHSK,DisEB,2,-1,51.50043,-0.1922,DisEB
940GZZLUHSK-1000110-DisWB-3,940GZZLUHSK,DisWB,3,-1,51.50036,-0.19214,DisWB
940GZZLUHSK-1000110-MET-7,940GZZLUHSK,MET,7,0,51.50105,-0.19279,MET
940GZZLUHTD-1000098-A-HAM-2,940GZZLUHTD,A-HAM,2,0,51.55663,-0.17836,A-HAM
940GZZLUHTD-1000098-B-HEA-3,940GZZLUHTD,B-HEA,3,0,51.5568,-0.17835,B-HEA
940GZZLUHTD-1000098-BookH-5,940GZZLUHTD,BookH,5,1,51.55667,-0.17824,BookH
940GZZLUHTD-1000098-Bus-1,940GZZLUHTD,Bus,1,0,51.55671,-0.17768,Bus
940GZZLUHTD-1000098-LoCon-6,940GZZLUHTD,LoCon,6,-3,51.55668,-0.17831,LoCon
940GZZLUHTD-1000098-MET-7,940GZZLUHTD,MET,7,0,51.55663,-0.17849,MET
940GZZLUHTD-1000098-NorSB-8,940GZZLUHTD,NorSB,8,-4,51.55624,-0.17746,NorSB
940GZZLUHTD-1000098-North-4,940GZZLUHTD,North,4,-4,51.55649,-0.17826,North
940GZZLUHWC-1000116-A-LAM-4,940GZZLUHWC,A-LAM,4,0,51.4712,-0.36701,A-LAM
940GZZLUHWC-1000116-BookH-5,940GZZLUHWC,BookH,5,0,51.47121,-0.36687,BookH
940GZZLUHWC-1000116-Bus-1,940GZZLUHWC,Bus,1,0,51.4712,-0.36709,Bus
940GZZLUHWC-1000116-MET-3,940GZZLUHWC,MET,3,0,51.47129,-0.36658,MET
940GZZLUHWC-1000116-Picca-2,940GZZLUHWC,Picca,2,1,51.47133,-0.3662,Picca
940GZZLUHWE-1000117-A-K-E-4,940GZZLUHWE,A-K-E,4,0,51.47331,-0.3568,A-K-E
940GZZLUHWE-1000117-BookH-6,940GZZLUHWE,BookH,6,0,51.47331,-0.3568,BookH
940GZZLUHWE-1000117-Bus-3,940GZZLUHWE,Bus,3,0,51.47323,-0.35683,Bus
940GZZLUHWE-1000117-MET-5,940GZZLUHWE,MET,5,0,51.47321,-0.35647,MET
940GZZLUHWE-1000117-PicEB-1,940GZZLUHWE,PicEB,1,1,51.47354,-0.35615,PicEB
940GZZLUHWE-1000117-PicWB-2,940GZZLUHWE,PicWB,2,1,51.4736,-0.35606,PicWB
940GZZLUHWT-1000118-A-BAT-4,940GZZLUHWT,A-BAT,4,0,51.47305,-0.38564,A-BAT
940GZZLUHWT-1000118-BookH-5,940GZZLUHWT,BookH,5,0,51.47322,-0.38549,BookH
940GZZLUHWT-1000118-Bus-2,940GZZLUHWT,Bus,2,0,51.47314,-0.38549,Bus
940GZZLUHWT-1000118-MET-3,940GZZLUHWT,MET,3,0,51.47347,-0.38654,MET
940GZZLUHWT-1000118-Picca-1,940GZZLUHWT,Picca,1,-1,51.47342,-0.38575,Picca
940GZZLUHWY-1000114-A-HOL-4,940GZZLUHWY,A-HOL,4,0,51.5529,-0.11274,A-HOL
940GZZLUHWY-1000114-BookH-5,940GZZLUHWY,BookH,5,1,51.55282,-0.11291,BookH
940GZZLUHWY-1000114-Bus-1,940GZZLUHWY,Bus,1,0,51.55248,-0.11221,Bus
940GZZLUHWY-1000114-LoCon-3,940GZZLUHWY,LoCon,3,-1,51.55275,-0.11303,LoCon
940GZZLUHWY-1000114-MET-6,940GZZLUHWY,MET,6,0,51.55269,-0.11324,MET
940GZZLUHWY-1000114-Picca-2,940GZZLUHWY,Picca,2,-2,51.5529,-0.11335,Picca
940GZZLUICK-1000120-A-GLO-4,940GZZLUICK,A-GLO,4,0,51.56202,-0.4419,A-GLO
940GZZLUICK-1000120-BookH-5,940GZZLUICK,BookH,5,0,51.56202,-0.44201,BookH
940GZZLUICK-1000120-Bus-1,940GZZLUICK,Bus,1,0,51.5629,-0.44473,Bus
940GZZLUICK-1000120-BusC-6,940GZZLUICK,BusC,6,0,51.56395,-0.44359,BusC
940GZZLUICK-1000120-MET-7,940GZZLUICK,MET,7,0,51.56199,-0.442,MET
940GZZLUICK-1000120-MetEB-2,940GZZLUICK,MetEB,2,-1,51.56177,-0.44223,MetEB
940GZZLUICK-1000120-MetWB-3,940GZZLUICK,MetWB,3,-1,51.56171,-0.44226,MetWB
940GZZLUKBN-1000126-A-SHO-2,940GZZLUKBN,A-SHO,2,0,51.54693,-0.20409,A-SHO
940GZZLUKBN-1000126-BookH-4,940GZZLUKBN,BookH,4,0,51.54693,-0.20422,BookH
940GZZLUKBN-1000126-Bus-3,940GZZLUKBN,Bus,3,0,51.54726,-0.204,Bus
940GZZLUKBN-1000126-Jubil-1,940GZZLUKBN,Jubil,1,1,51.54698,-0.20489,Jubil
940GZZLUKBN-1000126-JubNB-6,940GZZLUKBN,JubNB,6,1,51.54718,-0.20425,JubNB
940GZZLUKBN-1000126-MET-5,940GZZLUKBN,MET,5,0,51.5468,-0.2041,MET
940GZZLUKBY-1000128-A-KIN-5,940GZZLUKBY,A-KIN,5,0,51.58498,-0.2787,A-KIN
940GZZLUKBY-1000128-BookH-4,940GZZLUKBY,BookH,4,0,51.58496,-0.27832,BookH
940GZZLUKBY-1000128-Bus-3,940GZZLUKBY,Bus,3,0,51.58488,-0.2796,Bus
940GZZLUKBY-1000128-JubNB-1,940GZZLUKBY,JubNB,1,-1,51.58449,-0.27834,JubNB
940GZZLUKBY-1000128-JubSB-2,940GZZLUKBY,JubSB,2,-1,51.58461,-0.27832,JubSB
940GZZLUKBY-1000128-MET-6,940GZZLUKBY,MET,6,0,51.58484,-0.27879,MET
940GZZLUKNB-1000130-A-BRO-7,940GZZLUKNB,A-BRO,7,0,51.49991,-0.16261,A-BRO
940GZZLUKNB-1000130-B-K-N-4,940GZZLUKNB,B-K-N,4,0,51.50196,-0.16034,B-K-N
940GZZLUKNB-1000130-BookB-9,940GZZLUKNB,BookB,9,-1,51.50012,-0.16282,BookB
940GZZLUKNB-1000130-BookK-8,940GZZLUKNB,BookK,8,-1,51.50176,-0.16053,BookK
940GZZLUKNB-1000130-BSS-13,940GZZLUKNB,BSS,13,0,51.5008,-0.15991,BSS
940GZZLUKNB-1000130-BUSC-3,940GZZLUKNB,BUSC,3,0,51.50095,-0.16183,BUSC
940GZZLUKNB-1000130-C-K-S-5,940GZZLUKNB,C-K-S,5,0,51.50176,-0.16003,C-K-S
940GZZLUKNB-1000130-Conco-12,940GZZLUKNB,Conco,12,-3,51.50141,-0.16102,Conco
940GZZLUKNB-1000130-D-K-S-14,940GZZLUKNB,D-K-S,14,0,51.50169,-0.16088,D-K-S
940GZZLUKNB-1000130-MET-10,940GZZLUKNB,MET,10,0,51.50167,-0.16051,MET
940GZZLUKNB-1000130-Picca-2,940GZZLUKNB,Picca,2,-4,51.50142,-0.1613,Picca
940GZZLUKNB-1000130-PicWB-6,940GZZLUKNB,PicWB,6,-4,51.50142,-0.1613,PicWB
940GZZLUKNG-1000121-A-KEN-4,940GZZLUKNG,A-KEN,4,0,51.48834,-0.1058,A-KEN
940GZZLUKNG-1000121-BookH-5,940GZZLUKNG,BookH,5,0,51.48825,-0.10556,BookH
940GZZLUKNG-1000121-Bus-1,940GZZLUKNG,Bus,1,0,51.48811,-0.10614,Bus
940GZZLUKNG-1000121-C-BRA-7,940GZZLUKNG,C-BRA,7,0,51.48816,-0.10541,C-BRA
940GZZLUKNG-1000121-MET-8,940GZZLUKNG,MET,8,0,51.48833,-0.10596,MET
940GZZLUKNG-1000121-NorNB-2,940GZZLUKNG,NorNB,2,-2,51.48845,-0.1057,NorNB
940GZZLUKNG-1000121-NorSB-3,940GZZLUKNG,NorSB,3,-2,51.48839,-0.10576,NorSB
940GZZLUKNG-1000121-Subwa-6,940GZZLUKNG,Subwa,6,-1,51.48834,-0.1055,Subwa
940GZZLUKPK-1000127-A-CAM-4,940GZZLUKPK,A-CAM,4,0,51.53505,-0.19358,A-CAM
940GZZLUKPK-1000127-Baker-2,940GZZLUKPK,Baker,2,-1,51.53514,-0.19394,Baker
940GZZLUKPK-1000127-BookH-5,940GZZLUKPK,BookH,5,0,51.53507,-0.19375,BookH
940GZZLUKPK-1000127-Bus-1,940GZZLUKPK,Bus,1,0,51.5352,-0.19352,Bus
940GZZLUKPK-1000127-MET-3,940GZZLUKPK,MET,3,0,51.53498,-0.19423,MET
940GZZLULAD-1000131-A-LAD-4,940GZZLULAD,A-LAD,4,0,51.51742,-0.21007,A-LAD
940GZZLULAD-1000131-BookH-5,940GZZLULAD,BookH,5,0,51.51725,-0.21067,BookH
940GZZLULAD-1000131-Bus-1,940GZZLULAD,Bus,1,0,51.5173,-0.20992,Bus
940GZZLULAD-1000131-HamEB-2,940GZZLULAD,HamEB,2,1,51.51735,-0.21078,HamEB
940GZZLULAD-1000131-HamWB-3,940GZZLULAD,HamWB,3,1,51.51738,-0.21067,HamWB
940GZZLULAD-1000131-MET-6,940GZZLULAD,MET,6,0,51.51745,-0.21039,MET
940GZZLULBN-1000132-A-WES-4,940GZZLULBN,A-WES,4,0,51.49885,-0.11221,A-WES
940GZZLULBN-1000132-Baker-2,940GZZLULBN,Baker,2,-2,51.49852,-0.11117,Baker
940GZZLULBN-1000132-BookH-5,940GZZLULBN,BookH,5,0,51.499,-0.11208,BookH
940GZZLULBN-1000132-Bus-1,940GZZLULBN,Bus,1,0,51.49867,-0.11195,Bus
940GZZLULBN-1000132-LoCon-3,940GZZLULBN,LoCon,3,-1,51.49906,-0.11223,LoCon
940GZZLULBN-1000132-MET-6,940GZZLULBN,MET,6,0,51.49881,-0.11231,MET
940GZZLULGN-1000140-A-STA-4,940GZZLULGN,A-STA,4,0,51.64175,0.0551,A-STA
940GZZLULGN-1000140-BookH-3,940GZZLULGN,BookH,3,0,51.64151,0.05539,BookH
940GZZLULGN-1000140-CenEB-2,940GZZLULGN,CenEB,2,1,51.64125,0.05565,CenEB
940GZZLULGN-1000140-CenWB-5,940GZZLULGN,CenWB,5,1,51.64118,0.05554,CenWB
940GZZLULGN-1000140-MET-6,940GZZLULGN,MET,6,0,51.64144,0.05548,MET
940GZZLULGT-1000133-A-BAY-2,940GZZLULGT,A-BAY,2,0,51.51168,-0.17542,A-BAY
940GZZLULGT-1000133-BookH-4,940GZZLULGT,BookH,4,0,51.51178,-0.17546,BookH
940GZZLULGT-1000133-Bus-1,940GZZLULGT,Bus,1,0,51.51185,-0.17543,Bus
940GZZLULGT-1000133-Centr-3,940GZZLULGT,Centr,3,-2,51.51177,-0.17469,Centr
940GZZLULGT-1000133-LoCon-5,940GZZLULGT,LoCon,5,-1,51.51172,-0.17532,LoCon
940GZZLULGT-1000133-MET-6,940GZZLULGT,MET,6,0,51.51177,-0.17469,MET
940GZZLULRD-1000134-A-BRA-4,940GZZLULRD,A-BRA,4,0,51.5137,-0.21763,A-BRA
940GZZLULRD-1000134-BookH-5,940GZZLULRD,BookH,5,0,51.51366,-0.21757,BookH
940GZZLULRD-1000134-Bus-1,940GZZLULRD,Bus,1,0,51.51353,-0.21776,Bus
940GZZLULRD-1000134-HamEB-2,940GZZLULRD,HamEB,2,1,51.51352,-0.21778,HamEB
940GZZLULRD-1000134-HamWB-3,940GZZLULRD,HamWB,3,1,51.51347,-0.21785,HamWB
940GZZLULRD-1000134-MET-6,940GZZLULRD,MET,6,0,51.51339,-0.2178,MET
940GZZLULSQ-1000135-A-CHA-9,940GZZLULSQ,A-CHA,9,0,51.51173,-0.12822,A-CHA
940GZZLULSQ-1000135-B-CRA-8,940GZZLULSQ,B-CRA,8,0,51.51161,-0.12793,B-CRA
940GZZLULSQ-1000135-BookH-10,940GZZLULSQ,BookH,10,-2,51.51149,-0.12821,BookH
940GZZLULSQ-1000135-Bus-1,940GZZLULSQ,Bus,1,0,51.51113,-0.12845,Bus
940GZZLULSQ-1000135-C-C-E-6,940GZZLULSQ,C-C-E,6,0,51.51128,-0.12823,C-C-E
940GZZLULSQ-1000135-D-C-W-7,940GZZLULSQ,D-C-W,7,0,51.5115,-0.12844,D-C-W
940GZZLULSQ-1000135-MET-12,940GZZLULSQ,MET,12,0,51.51138,-0.12843,MET
940GZZLULSQ-1000135-NoCon-5,940GZZLULSQ,NoCon,5,-3,51.51175,-0.12832,NoCon
940GZZLULSQ-1000135-NorNB-2,940GZZLULSQ,NorNB,2,-4,51.51195,-0.12843,NorNB
940GZZLULSQ-1000135-NorSB-3,940GZZLULSQ,NorSB,3,-4,51.51194,-0.12842,NorSB
940GZZLULSQ-1000135-PicNB-4,940GZZLULSQ,PicNB,4,-6,51.51154,-0.12768,PicNB
940GZZLULSQ-1000135-PiCon-11,940GZZLULSQ,PiCon,11,-5,51.51164,-0.12782,PiCon
940GZZLULSQ-1000135-PicSB-13,940GZZLULSQ,PicSB,13,-6,51.51154,-0.12768,PicSB
940GZZLULYN-1000136-A-LEY-4,940GZZLULYN,A-LEY,4,0,51.55649,-0.00582,A-LEY
940GZZLULYN-1000136-BookH-5,940GZZLULYN,BookH,5,1,51.5565,-0.0058,BookH
940GZZLULYN-1000136-Bus-1,940GZZLULYN,Bus,1,0,51.55657,-0.00586,Bus
940GZZLULYN-1000136-CenEB-2,940GZZLULYN,CenEB,2,0,51.55692,-0.00505,CenEB
940GZZLULYN-1000136-CenWB-3,940GZZLULYN,CenWB,3,0,51.55698,-0.00496,CenWB
940GZZLULYN-1000136-MET-6,940GZZLULYN,MET,6,0,51.55659,-0.00552,MET
940GZZLULYS-1000137-A-FAI-4,940GZZLULYS,A-FAI,4,0,51.56836,0.00719,A-FAI
940GZZLULYS-1000137-B-CHU-5,940GZZLULYS,B-CHU,5,0,51.56805,0.00831,B-CHU
940GZZLULYS-1000137-BookH-6,940GZZLULYS,BookH,6,-1,51.56816,0.00824,BookH
940GZZLULYS-1000137-Bus-1,940GZZLULYS,Bus,1,0,51.56895,0.00917,Bus
940GZZLULYS-1000137-CenEB-2,940GZZLULYS,CenEB,2,0,51.56831,0.00827,CenEB
940GZZLULYS-1000137-CenWB-3,940GZZLULYS,CenWB,3,0,51.56829,0.00835,CenWB
940GZZLULYS-1000137-MET-7,940GZZLULYS,MET,7,0,51.56832,0.00819,MET
940GZZLUMBA-1000144-A-O-N-11,940GZZLUMBA,A-O-N,11,0,51.5135,-0.15845,A-O-N
940GZZLUMBA-1000144-BookH-12,940GZZLUMBA,BookH,12,-1,51.51335,-0.15838,BookH
940GZZLUMBA-1000144-B-P/O-8,940GZZLUMBA,B-P/O,8,0,51.51328,-0.15818,B-P/O
940GZZLUMBA-1000144-Bus-1,940GZZLUMBA,Bus,1,0,51.51364,-0.15716,Bus
940GZZLUMBA-1000144-Bus-18,940GZZLUMBA,Bus,18,0,51.51189,-0.15844,Bus
940GZZLUMBA-1000144-BusAC-16,940GZZLUMBA,BusAC,16,0,51.51299,-0.16279,BusAC
940GZZLUMBA-1000144-BUSN-3,940GZZLUMBA,BUSN,3,0,51.51352,-0.16078,BUSN
940GZZLUMBA-1000144-BUSS-17,940GZZLUMBA,BUSS,17,0,51.51186,-0.15788,BUSS
940GZZLUMBA-1000144-Centr-2,940GZZLUMBA,Centr,2,-3,51.51359,-0.15761,Centr
940GZZLUMBA-1000144-C-MAR-5,940GZZLUMBA,C-MAR,5,0,51.51302,-0.15828,C-MAR
940GZZLUMBA-1000144-Conc-20,940GZZLUMBA,Conc,20,-2,51.51344,-0.15865,Conc
940GZZLUMBA-1000144-D-P-I-9,940GZZLUMBA,D-P-I,9,0,51.51259,-0.15834,D-P-I
940GZZLUMBA-1000144-E-P/S-7,940GZZLUMBA,E-P/S,7,0,51.51236,-0.15866,E-P/S
940GZZLUMBA-1000144-F-CAR-10,940GZZLUMBA,F-CAR,10,0,51.51201,-0.16008,F-CAR
940GZZLUMBA-1000144-H-P-W-13,940GZZLUMBA,H-P-W,13,0,51.51186,-0.15843,H-P-W
940GZZLUMBA-1000144-I-P-W-6,940GZZLUMBA,I-P-W,6,0,51.51134,-0.15819,I-P-W
940GZZLUMBA-1000144-J-P-I-14,940GZZLUMBA,J-P-I,14,0,51.51189,-0.15802,J-P-I
940GZZLUMBA-1000144-K-P-E-15,940GZZLUMBA,K-P-E,15,0,51.51171,-0.15735,K-P-E
940GZZLUMBA-1000144-L-P-E-4,940GZZLUMBA,L-P-E,4,0,51.512,-0.1575,L-P-E
940GZZLUMBA-1000144-MET-21,940GZZLUMBA,MET,21,0,51.51342,-0.15895,MET
940GZZLUMDN-1000151-A-LON-4,940GZZLUMDN,A-LON,4,0,51.40203,-0.19469,A-LON
940GZZLUMDN-1000151-B-LON-6,940GZZLUMDN,B-LON,6,0,51.40221,-0.19436,B-LON
940GZZLUMDN-1000151-BookH-5,940GZZLUMDN,BookH,5,0,51.40219,-0.19487,BookH
940GZZLUMDN-1000151-Bus-3,940GZZLUMDN,Bus,3,0,51.40212,-0.19438,Bus
940GZZLUMDN-1000151-MET-7,940GZZLUMDN,MET,7,0,51.40214,-0.19484,MET
940GZZLUMDN-1000151-Nort1-1,940GZZLUMDN,Nort1,1,-1,51.40234,-0.19483,Nort1
940GZZLUMDN-1000151-Nort2-2,940GZZLUMDN,Nort2,2,-1,51.40242,-0.19483,Nort2
940GZZLUMED-1000146-A-MIL-6,940GZZLUMED,A-MIL,6,0,51.52525,-0.0334,A-MIL
940GZZLUMED-1000146-BookH-7,940GZZLUMED,BookH,7,-1,51.52521,-0.03356,BookH
940GZZLUMED-1000146-BusAB-1,940GZZLUMED,BusAB,1,0,51.52396,-0.03444,BusAB
940GZZLUMED-1000146-BusCD-8,940GZZLUMED,BusCD,8,0,51.52536,-0.03353,BusCD
940GZZLUMED-1000146-CenEB-3,940GZZLUMED,CenEB,3,-2,51.52536,-0.03346,CenEB
940GZZLUMED-1000146-CenWB-2,940GZZLUMED,CenWB,2,-2,51.52533,-0.03356,CenWB
940GZZLUMED-1000146-DisEB-5,940GZZLUMED,DisEB,5,-2,51.5254,-0.03327,DisEB
940GZZLUMED-1000146-DisWB-4,940GZZLUMED,DisWB,4,-2,51.52539,-0.03337,DisWB
940GZZLUMED-1000146-MET-9,940GZZLUMED,MET,9,0,51.52512,-0.03364,MET
940GZZLUMHL-1000147-A-BIT-3,940GZZLUMHL,A-BIT,3,0,51.60827,-0.20977,A-BIT
940GZZLUMHL-1000147-BookH-4,940GZZLUMHL,BookH,4,1,51.60834,-0.20989,BookH
940GZZLUMHL-1000147-Bus-1,940GZZLUMHL,Bus,1,0,51.60831,-0.21,Bus
940GZZLUMHL-1000147-MET-5,940GZZLUMHL,MET,5,0,51.60823,-0.20999,MET
940GZZLUMHL-1000147-North-2,940GZZLUMHL,North,2,2,51.60819,-0.20984,North
940GZZLUMMT-1000148-A-FIS-4,940GZZLUMMT,A-FIS,4,0,51.51051,-0.08596,A-FIS
940GZZLUMMT-1000148-B-KIN-5,940GZZLUMMT,B-KIN,5,0,51.51072,-0.08647,B-KIN
940GZZLUMMT-1000148-BookH-8,940GZZLUMMT,BookH,8,-1,51.51058,-0.08628,BookH
940GZZLUMMT-1000148-BUSC-11,940GZZLUMMT,BUSC,11,0,51.51031,-0.08761,BUSC
940GZZLUMMT-1000148-BusD-9,940GZZLUMMT,BusD,9,0,51.51165,-0.08715,BusD
940GZZLUMMT-1000148-BusPQ-15,940GZZLUMMT,BusPQ,15,0,51.50947,-0.08717,BusPQ
940GZZLUMMT-1000148-BusTU-1,940GZZLUMMT,BusTU,1,0,51.51127,-0.08553,BusTU
940GZZLUMMT-1000148-BusV-10,940GZZLUMMT,BusV,10,0,51.51074,-0.08536,BusV
940GZZLUMMT-1000148-C-CAN-7,940GZZLUMMT,C-CAN,7,0,51.51077,-0.0867,C-CAN
940GZZLUMMT-1000148-D-GRA-6,940GZZLUMMT,D-GRA,6,0,51.51091,-0.08649,D-GRA
940GZZLUMMT-1000148-DisEB-2,940GZZLUMMT,DisEB,2,-2,51.51075,-0.08617,DisEB
940GZZLUMMT-1000148-DisWB-3,940GZZLUMMT,DisWB,3,-2,51.51072,-0.08607,DisWB
940GZZLUMMT-1000148-LoCor-13,940GZZLUMMT,LoCor,13,-4,51.51135,-0.0872,LoCor
940GZZLUMMT-1000148-MET-14,940GZZLUMMT,MET,14,0,51.5107,-0.08597,MET
940GZZLUMMT-1000148-UpCor-12,940GZZLUMMT,UpCor,12,-3,51.51136,-0.0872,UpCor
940GZZLUMPK-1000150-A-SOU-3,940GZZLUMPK,A-SOU,3,0,51.62967,-0.43273,A-SOU
940GZZLUMPK-1000150-BookH-5,940GZZLUMPK,BookH,5,0,51.62979,-0.43225,BookH
940GZZLUMPK-1000150-B-SAN-4,940GZZLUMPK,B-SAN,4,1,51.6298,-0.43183,B-SAN
940GZZLUMPK-1000150-MET-7,940GZZLUMPK,MET,7,0,51.62984,-0.43245,MET
940GZZLUMPK-1000150-MetEB-2,940GZZLUMPK,MetEB,2,1,51.62972,-0.43171,MetEB
940GZZLUMPK-1000150-MetWB-1,940GZZLUMPK,MetWB,1,1,51.62979,-0.43175,MetWB
940GZZLUMPK-1000150-MetWF-6,940GZZLUMPK,MetWF,6,1,51.62986,-0.4318,MetWF
940GZZLUMRH-1000142-A-S-N-8,940GZZLUMRH,A-S-N,8,0,51.57094,-0.09566,A-S-N
940GZZLUMRH-1000142-BookH-11,940GZZLUMRH,BookH,11,-1,51.57076,-0.09593,BookH
940GZZLUMRH-1000142-B-S/W-9,940GZZLUMRH,B-S/W,9,0,51.57082,-0.09561,B-S/W
940GZZLUMRH-1000142-BusAC-12,940GZZLUMRH,BusAC,12,0,51.5714,-0.09639,BusAC
940GZZLUMRH-1000142-BusDH-1,940GZZLUMRH,BusDH,1,0,51.57145,-0.09433,BusDH
940GZZLUMRH-1000142-BUSJK-3,940GZZLUMRH,BUSJK,3,0,51.57009,-0.09542,BUSJK
940GZZLUMRH-1000142-C-G-E-7,940GZZLUMRH,C-G-E,7,0,51.57063,-0.0957,C-G-E
940GZZLUMRH-1000142-D-G-W-6,940GZZLUMRH,D-G-W,6,0,51.57047,-0.09591,D-G-W
940GZZLUMRH-1000142-E-S-S-10,940GZZLUMRH,E-S-S,10,0,51.57046,-0.09614,E-S-S
940GZZLUMRH-1000142-F-G/F-4,940GZZLUMRH,F-G/F,4,0,51.57108,-0.09631,F-G/F
940GZZLUMRH-1000142-G-G/M-5,940GZZLUMRH,G-G/M,5,0,51.57106,-0.09603,G-G/M
940GZZLUMRH-1000142-MET-13,940GZZLUMRH,MET,13,0,51.57074,-0.09612,MET
940GZZLUMRH-1000142-Picca-2,940GZZLUMRH,Picca,2,-2,51.57028,-0.09644,Picca
940GZZLUMSH-1000143-A-GAR-4,940GZZLUMSH,A-GAR,4,0,51.51216,-0.09389,A-GAR
940GZZLUMSH-1000143-B-CAN-8,940GZZLUMSH,B-CAN,8,0,51.51235,-0.0942,B-CAN
940GZZLUMSH-1000143-BookH-10,940GZZLUMSH,BookH,10,-1,51.51175,-0.094,BookH
940GZZLUMSH-1000143-B-Q-W-5,940GZZLUMSH,B-Q-W,5,0,51.51233,-0.0942,B-Q-W
940GZZLUMSH-1000143-Bus-1,940GZZLUMSH,Bus,1,0,51.51268,-0.09471,Bus
940GZZLUMSH-1000143-C-BOW-9,940GZZLUMSH,C-BOW,9,0,51.51251,-0.09391,C-BOW
940GZZLUMSH-1000143-DisEB-2,940GZZLUMSH,DisEB,2,-2,51.51171,-0.09478,DisEB
940GZZLUMSH-1000143-DisET-11,940GZZLUMSH,DisET,11,-2,51.51169,-0.09517,DisET
940GZZLUMSH-1000143-DisWB-3,940GZZLUMSH,DisWB,3,-2,51.5117,-0.09505,DisWB
940GZZLUMSH-1000143-D-Q-S-7,940GZZLUMSH,D-Q-S,7,0,51.5123,-0.09335,D-Q-S
940GZZLUMSH-1000143-MET-6,940GZZLUMSH,MET,6,0,51.51212,-0.09401,MET
940GZZLUMTC-1000152-A-HAM-5,940GZZLUMTC,A-HAM,5,0,51.53413,-0.13913,A-HAM
940GZZLUMTC-1000152-Basem-3,940GZZLUMTC,Basem,3,-1,51.53425,-0.13824,Basem
940GZZLUMTC-1000152-BookH-6,940GZZLUMTC,BookH,6,0,51.53431,-0.13879,BookH
940GZZLUMTC-1000152-Bus-1,940GZZLUMTC,Bus,1,0,51.53408,-0.13871,Bus
940GZZLUMTC-1000152-BusK-4,940GZZLUMTC,BusK,4,0,51.53481,-0.13697,BusK
940GZZLUMTC-1000152-MET-7,940GZZLUMTC,MET,7,0,51.53468,-0.13879,MET
940GZZLUMTC-1000152-North-2,940GZZLUMTC,North,2,-2,51.53439,-0.13858,North
940GZZLUMVL-1000141-A-RAN-4,940GZZLUMVL,A-RAN,4,0,51.52981,-0.18587,A-RAN
940GZZLUMVL-1000141-Baker-2,940GZZLUMVL,Baker,2,-2,51.52956,-0.18555,Baker
940GZZLUMVL-1000141-B-ELG-6,940GZZLUMVL,B-ELG,6,0,51.52995,-0.18582,B-ELG
940GZZLUMVL-1000141-BookH-5,940GZZLUMVL,BookH,5,-1,51.52986,-0.18574,BookH
940GZZLUMVL-1000141-MET-1,940GZZLUMVL,MET,1,0,51.52977,-0.18576,MET
940GZZLUNAN-1000157-A-VIC-4,940GZZLUNAN,A-VIC,4,0,51.52346,-0.25976,A-VIC
940GZZLUNAN-1000157-BookH-6,940GZZLUNAN,BookH,6,0,51.52346,-0.25976,BookH
940GZZLUNAN-1000157-BusB-5,940GZZLUNAN,BusB,5,0,51.52312,-0.25778,BusB
940GZZLUNAN-1000157-BusVZ-1,940GZZLUNAN,BusVZ,1,0,51.52293,-0.25952,BusVZ
940GZZLUNAN-1000157-CenEB-2,940GZZLUNAN,CenEB,2,-1,51.52357,-0.25974,CenEB
940GZZLUNAN-1000157-CenWB-3,940GZZLUNAN,CenWB,3,-1,51.52355,-0.25965,CenWB
940GZZLUNAN-1000157-MET-7,940GZZLUNAN,MET,7,0,51.52352,-0.25975,MET
940GZZLUNBP-1000154-A-EAS-4,940GZZLUNBP,A-EAS,4,0,51.57556,0.09065,A-EAS
940GZZLUNBP-1000154-BCQ-6,940GZZLUNBP,BCQ,6,0,51.57504,0.08968,BCQ
940GZZLUNBP-1000154-BookH-5,940GZZLUNBP,BookH,5,0,51.57555,0.09049,BookH
940GZZLUNBP-1000154-Bus-1,940GZZLUNBP,Bus,1,0,51.57525,0.09007,Bus
940GZZLUNBP-1000154-CenEB-2,940GZZLUNBP,CenEB,2,-1,51.57551,0.09005,CenEB
940GZZLUNBP-1000154-CenWB-3,940GZZLUNBP,CenWB,3,-1,51.57558,0.09006,CenWB
940GZZLUNBP-1000154-MET-7,940GZZLUNBP,MET,7,0,51.57572,0.09,MET
940GZZLUNDN-1000153-A-NEA-2,940GZZLUNDN,A-NEA,2,0,51.55402,-0.24976,A-NEA
940GZZLUNDN-1000153-BookH-4,940GZZLUNDN,BookH,4,0,51.55402,-0.24976,BookH
940GZZLUNDN-1000153-Bus-1,940GZZLUNDN,Bus,1,0,51.55395,-0.24965,Bus
940GZZLUNDN-1000153-Jubil-3,940GZZLUNDN,Jubil,3,-1,51.55424,-0.25032,Jubil
940GZZLUNDN-1000153-MET-5,940GZZLUNDN,MET,5,0,51.55398,-0.24984,MET
940GZZLUNEN-1000158-A-STA-3,940GZZLUNEN,A-STA,3,0,51.51755,-0.28915,A-STA
